Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
全球通史（上册）,,,,,（英）韦尔斯（Wells，H.G.）,（英）韦尔斯（Wells，H.G.）,,,,,,Beijing Book Co. Inc.,,2016/01/01,2016,,,,History,要写一部有趣、易读、易懂，而又不动辄上百万字的世界史著作，的确不是一件容易的事情，但是威尔斯在《全球通史》中卓越地完成了这一看似不可能的任务。本书上溯人类文明的开端，下至第二次世界大战。将古埃及、古希腊、古罗马、英国、美国、法国等超级大国的起落兴衰有条不紊地展现在读者面前。 《全球通史》所提供的丰富的知识、开阔的视野，一点也不输于任何皇皇史学巨著。,,,,,,,,,,,313,,,,,,中文,,,,,,9787999048183,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:32:42.603911876,,,,,,,,qsKaDwAAQBAJ,,0,0,0,,,
全球通史（下册）,,,,,（英）韦尔斯（WellsH.G.）,（英）韦尔斯（WellsH.G.）,,,,,,Beijing Book Co. Inc.,,2016/01/01,2016,,,,History,要写一部有趣、易读、易懂，而又不动辄上百万字的世界史著作，的确不是一件容易的事情，但是威尔斯在《全球通史》中卓越地完成了这一看似不可能的任务。本书上溯人类文明的开端，下至第二次世界大战。将古埃及、古希腊、古罗马、英国、美国、法国等超级大国的起落兴衰有条不紊地展现在读者面前。 《全球通史》所提供的丰富的知识、开阔的视野，一点也不输于任何皇皇史学巨著。,,,,,,,,,,,409,,,,,,中文,,,,,,9787999007388,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:32:47.197391986,,,,,,,,wW2EDwAAQBAJ,,0,0,0,,,
权衡,,批判性思维之探究途径,,,"Sharon Bailin,白琳","Bailin, Sharon",,,,,,中国人民大学出版社,,,2014,,,,,"本书以一种引人入胜, 通俗易懂的方式, 通过聚焦于批判性探究的实践, 对批判性思维理论进行了深入浅出的介绍.本书通过在一组角色人物之间不断进行的对话, 展现出推理和论辩在批判性思维中的作用.通过关注探究的实践, 而不仅仅只是单个的论证及其评价, 本书所展现的途径也使得读者得以磨炼他们的批判性思维技能.",,,,,,,,,,,517,,,,,,中文,,,,,,9787300197357,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:26:16.228787899,,,,,,,,FyHsjgEACAAJ,,0,0,0,,,
权力,,为什么只为某些人所拥有,,,菲佛,菲佛,,,,,,浙江人民出版社,,,2015,,,,,"本书堪称普通人在强权社会中的生存指南, 为每个人指出了通往权力和事业成功的真正路径.在你获取权力的道路上, 有三大障碍:相信这个世界是公正的, 相信现有的领导力知识和成功人士的说教, 而第三大障碍, 就是你自己.在书中, 作者为你破除偶像和传统的神话, 让你了解到关系才是永恒的王道.",,,,,,,,,,,250,,,,,,中文,,,,,,9787213067662,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:39:43.412980079,,,,,,,,2NT5DAEACAAJ,,0,0,0,,http://images.amazon.com/images/P/7213067664.01Z.jpg,
权力,,为什么只为某些人所拥有,,,Jeffrey Pfeffer,"Pfeffer, Jeffrey",,,,,,中国人民大学出版社,,,2012,,,,Management,,,,,,,,,,,,249,,,,,,中文,,,,,,,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:39:46.722218036,,,,,,,,BWh8zQEACAAJ,,0,0,0,,,
人类沟通的语用学,,"一项关于互动模式, 病理学与悖论的研究",,,瓦兹拉维克,瓦兹拉维克,,,,,,华东师范大学出版社,,,2016,,,,,"本书为翻译作品, 原著为英文, 是家庭治疗领域的经典作品.全书共分七章, 分别从思想体系, 试论沟通公理, 病态沟通, 人际互动的组织, 戏剧谁害怕维吉尼亚伍尔芙中的沟通方式, 悖论沟通, 心理治疗中的悖论等方面阐释了人际沟通的语用学理论.",,,,,,,,,,,175,,,,,,中文,,,,,,9787567534292,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:24:26.662279129,,,,,,,,vsiztAEACAAJ,,0,0,0,,,
人类简史,,从动物到上帝,,,Yuval N. Harari,"Harari, Yuval N.",,,,,,中信出版社,,,2017,,,,"Chronology, Historical","本书分为四部分, 内容包括: 认知革命, 农业革命, 人类的融合统一, 科学革命等, 共包括二十章: 知善恶树, 亚当和夏娃的一天, 盖起金字塔, 记忆过载, 历史从无正义等.",,,,,,,,,,,428,,,,,,中文,,,,,,9787508660752,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 20:37:29.557387828,,,,,,,,YXvGswEACAAJ,,0,0,0,,http://images.amazon.com/images/P/7508660757.01Z.jpg,
人生的智慧,,,,,叔本华,叔本华,,,,,,中央编译局,,2015/06/08,2015,,,,Conduct of life,?人生的智慧》是德国思想家叔本华以简单的语言，所写成的一部并不简单的书，这书为普通大众而写，阐述生活的本质，及如何在生活中获得幸福。这书名本身就已经是够吸引人的了。我们作为万物之灵、竭尽全力在生活中寻觅幸福的人类，面对伟大思想家叔本华这部深入浅出教导如何获得幸福的书，又有谁会不感兴趣呢？,,,,,,,,,,,330,,,,,,中文,,,,,,,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/05 02:35:38.298479080,,,,,,,,0K7SCQAAQBAJ,,0,0,0,,,
人生护城河：如何建立自己真正的优势,,,,,张辉（@辉哥奇谭）著,张辉（@辉哥奇谭）著,,,,,,Beijing Book Co. Inc.,,2019/07/01,2019,,,,Philosophy,本书通过以始为终、思行合一、高度透明、多点支撑四个理念以及基于这些理念所开展的实践阐述如何像经营公司那样去经营人生。,,,,,,,,,,,300,,,,,,中文,,,,,,9787115512161,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:23:49.612904071,,,,,,,,KJpNEAAAQBAJ,,0,0,0,,,
人生由我,,"比""硅谷钢铁侠""埃隆·马斯克更酷的硬核母亲",,,"Maye Musk,代晓","Musk, Maye",,,,,,中信出版集团股份有限公司,,,2020,,,,Dietitians,"本书作者分享了关于美丽,职场,家庭,教育和健康等人生问题的经历和建议,我们或许无法避免遇到与之相似的困境,但可以像她一样积极应对.",,,,,,,,,,,230,,,,,,中文,,,,,,9787521715637,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/11/25 17:29:48.848723888,,,,,,,,b4jQzQEACAAJ,,0,0,0,,,
人体简史,,你的身体30亿岁了,,,Bill Bryson,"Bryson, Bill",,,,,,文汇出版社,,2020/06/01,2020,,,,,"本书内容分为""制造一个人要花多少钱""""皮肤:人体最大的器官""""微生物:你和地球都是属于微生物的""""大脑:你的大脑80%都是水""等共二十三章.",,,,,,,,,,,419,,,,,,中文,,,,,,9787549631780,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 20:37:10.291573047,,,,,,,,k1cDzgEACAAJ,,0,0,0,,,
扫除道,,磨砺心性的厕所扫除活动,,,键山秀三郎,键山秀三郎,,,,,,企业管理出版社,,,2018,,,,,,,,,,,,,,,,61,,,,,,中文,,,,,,9787516417676,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:56:16.579410076,,,,,,,,rxYSxQEACAAJ,,0,0,0,,http://images.amazon.com/images/P/751641767X.01Z.jpg,
扫除道,,,,,键山秀三郎 (日),"(日), 键山秀三郎",,,,,,企业管理出版社,,,2018,,,,,"Ben shu fen wei san ge bu fen:di yi bu fen xu shu sao chu dao de jing shen;Di er bu fen shi xu shu sao chu dao de ji ben ji shu yu xin tai,Cong zheng qi bai hao qing sao gong ju,She ding qing sao yong ju fang zhi chu,Dao la ji tou zhi chang de qing sao dou you biao zhun de zuo ye liu cheng;Di san bu fen fen bie xu shu shi shi sao chu dao de qi ye,Xue xiao,Xiao qu yu qi ta lin guo,Dou you le na xie you wai dao nei de che di de gai bian.Li ru ye ji kuai su ti sheng,Tong ren jian xiang chu geng rong qia,San liu xue xiao bian wei ming xing xue xiao,Xiao qu zhi an bian hao deng.",,,,,,,,,,,253,,,,,,中文,,,,,,9787516416921,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:56:06.617588996,,,,,,,,et8txQEACAAJ,,0,0,0,,http://images.amazon.com/images/P/7516416924.01Z.jpg,
设计规则,,模块化的力量,,,"鲍德温,克拉克",鲍德温,,,,,,中信出版社,,,2006,,,,Computer industry,"本书运用经济学和管理学领域最新流行的一个关键概念——模块化,以计算机产业为例,说明了新兴产业结构的自然演进过程。书中不仅介绍了与模块化相关的许多新概念,如设计规则、模块操作符等,还涉及大量计算机专业术语和知识。",,,,,,,,,,,433,,,,,,中文,,,,,,9787508605456,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:47:30.208579063,,,,,,,,sZSWWGr6pycC,,0,0,0,,,
摄影构图学,,,,,"克莱门茨,罗森菲尔德,B. Clements,D. Rosenfeld",克莱门茨,,,,,,长城出版社,,,1983,,,,,,,,,,,,,,,,259,,,,,,中文,,,,,,9787800170676,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:51:36.628296852,,,,,,,,fVgDSwAACAAJ,,0,0,0,,,
摄影师之眼,,,,,"萨考斯基,唐凌洁",萨考斯基,,,,,,人民邮电出版社,,,2012,,,,,"本书它汇集了大师和无名摄影师的作品, 为我们勾勒出摄影的创造性视觉语言, 揭示了此媒介惊人宽泛的潜力.所有照片归入五章中, 每一章都从一个特定的方面考察了那些强加于摄影艺术家身上的选择:物本身, 细节, 时间, 边框与有利位置.",,,,,,,,,,,155,,,,,,中文,,,,,,9787115235787,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:50:35.758431911,,,,,,,,haJ_oAEACAAJ,,0,0,0,,http://images.amazon.com/images/P/7115235783.01Z.jpg,
生死疲劳,,,,,莫言,莫言,,,,,,作家出版社,,,2013,,,,,,,,,,,,,,,,566,,,,,,中文,,,,,,9787506368247,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:48:47.616075038,,,,,,,,1754oAEACAAJ,,0,0,0,,http://images.amazon.com/images/P/7506368242.01Z.jpg,
食物与厨艺,,"食物的起源, 构成, 以及各类食材变身为诱人美食的科学. 蔬. 果. 香料. 谷物",,,马基,马基,,,,,,北京美术摄影出版社,,,2013,,,,Cooking,"蔬菜,果实,谷物和香料本身就是芳香美味的食物,还能让奶,蛋,肉,鱼等料理更加富有变化.这些植物对我们的生命有益,同时也为我们开启了一个愉悦,缤纷的感官世界.",,,,,,,,,,,361,,,,,,中文,,,,,,9787805015538,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/06 01:36:27.453063964,,,,,,,,j38tngEACAAJ,,0,0,0,,,
食物與廚藝,,"麵食, 醬料, 甜點, 飮料 : 食物的起源、構成, 以及各類食材變身為誘人美食的科學",,,"Harold McGee,蔡承志","McGee, Harold",,,,,,大家出版社,,,2010,,,,Cooking,"本书详述食物的起源, 收成, 储藏, 烹调, 气味, 口感, 及至消化吸收.",,,,,,,,,,,328,,,,,,中文,,,,,,9789868597921,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/06 01:36:19.158988952,,,,,,,,c8ZOcgAACAAJ,,0,0,0,,,
数学家讲解小学数学,,,,,伍鸿熙,伍鸿熙,,,,,,北京大学出版社,,,2016,,,,,"本书全面深入地讨论了小学数学课程中关于的各个主题, 其中包括:自然数, 整数, 分数, 有理数和实数, 及其运算法则.",,,,,,,,,,,476,,,,,,中文,,,,,,9787301266168,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/05 00:30:10.602260112,,,,,,,,YFdvtAEACAAJ,,0,0,0,,,
数学万花镜,,,,,"施坦豪斯,Hugo Steinhaus",施坦豪斯,,,,,,湖南教育出版社,,,1999,,,,Mathematical recreations,,,,,,,,,,,,255,,,,,,中文,,,,,,9787535528650,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/11/11 13:21:41.255939960,,,,,,,,8j0sAAAACAAJ,O数理化,0,0,0,,,
數字裡的真相,,71 個最透澈的世界觀察,,,瓦茲拉夫．史密爾 Vaclav Smil,"Smil, 瓦茲拉夫．史密爾 Vaclav",,,,,,遠見天下文化出版股份有限公司,,2021/08/30,2021,,,,Science,數字不會說謊，唯有洞察才能得知真相「沒有哪位作者的書比史密爾的書更讓我期待。」——比爾・蓋茲．接種疫苖的效益如何？．技術進步為什麼費時？．人類世真的來臨了嗎？這世界很複雜，若想真正的理解數字，就要結合基本的科學素養與計算能力。史密爾是全球百大頂尖思想家，他發現近年的重大討論愈來愈不注重數字，因而離現實愈來愈遠。為了激發讀者對真確事實的關注，史密爾利用容易理解的統計數據和圖表，引領我們進行突破舊有思維、跨領域的探險，讓我們在這個別具意義的時代裡，掌握真確無誤的實際狀況。作者簡介瓦茲拉夫．史密爾 Vaclav Smil加拿大曼尼托巴大學（University of Manitoba）名譽教授、加拿大皇家學會（Royal Society of Canada）院士，曾獲頒加拿大勳章（Order of Canada）。能源科學家和政策分析家，研究範圍博雜，著書超過40本，主題涵蓋能源、環境與人口變化、糧食生產和營養學、技術創新、風險評估、公共政策等。在2010年，獲《外交政策》（Foreign Policy）選為100位全球頂尖思想家。譯者簡介畢馨云清華大學數學系畢業，曾任科普書編輯十多年，現為自由譯者及業餘交響樂團團員。譯有《邏輯的藝術》、《這才是數學》、《科學酷媽的育兒大探險》等書。,,,,,,,,,,,129,,,,,,中文,,,,,,9789865252601,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/05 09:33:06.294281959,,,,,,,,apo_EAAAQBAJ,,0,0,0,,,
思维改变生活,,积极而实用的认知行为疗法,,,"埃德尔曼,Sarah Edelman",埃德尔曼,,,,,,华东师范大学出版社,,,2008,,,,Behavior therapy,"本书是一本实用而可靠的指导书,可以帮助你征服那些挫败自己的想法和行为。它演示了如何批驳头脑中烦人的喋喋不休,并教会你更理性地处理愤怒、抑郁、焦虑和挫折感等情绪。它还包括大量的合理建议,让你的沟通更有效.",,,,,,,,,,,324,,,,,,中文,,,,,,9787561757017,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:32:19.803261995,,,,,,,,3BRRAQAACAAJ,,0,0,0,,,
死后的世界,,生命不息,,,"Raymond A. Moody (Jr.),穆迪","(Jr.), Raymond A. Moody",,,,,,浙江人民出版社,,,2017,,,,Future life,"本书是一本探讨死亡与濒死体验的智慧之书.书中首次提出了濒死体验的概念.另外,作者还将其与人类历史上对于死后世界的重要哲学论述加以比较,并列举心理学,自然科学对该现象的解释.",,,,,,,,,,,151,,,,,,中文,,,,,,9787213080265,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:29:09.825202941,,,,,,,,3UFJswEACAAJ,,0,0,0,,http://images.amazon.com/images/P/7213080261.01Z.jpg,
算法新解,,,,,刘新宇,刘新宇,,,,,,人民邮电出版社,,,2017,,,,,"本书同时用函数式方法和传统方法介绍了主要的基本算法和数据结构, 数据结构部分包括二叉树, 红黑树, AVL树, Trie, Patricia, 后缀树, B树, 二叉堆, 二项式堆, 斐波那契堆, Pairing堆, 队列, 序列等;基本算法部分包括各种排序算法, 序列搜索算法, 字符串匹配算法(KMP等), 深度优先, 广度有限搜索算法, 贪心算法以及动态规划.",,,,,,,,,,,592,,,,,,中文,,,,,,9787115440358,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/11/19 06:10:34.495247840,,,,,,,,SKKitgEACAAJ,T工业技术,0,0,0,,,
索拉里斯星,,,,,斯坦尼斯瓦夫莱姆,斯坦尼斯瓦夫莱姆,,,,,,Shiguang,,2021/10/18,2021,,,,,"编辑推荐1.波兰科幻大师斯坦尼斯瓦夫-莱姆代表作，以诗意笔触和深邃哲思触探人类认知边界。人类追寻着地外文明的蛛丝马迹，遇见了索拉里斯星的蓝色大洋。它像一面镜子，反映出人类的忧伤与迷惘，恐惧与执念。而它本身是什么，人类却永远也无法知道。2.安德烈-塔可夫斯基据此改编《飞向太空》，铸就电影史上的经典。3.被无数人誉为无法超越的科幻神作，设立太空想象天花板，刘慈欣、梁文道、戴锦华、吴岩、江晓原诚意推荐。4.莱姆是波兰科幻作家、哲学家，被译成52种语言，全球畅销4000余万册，以一己之力将波兰科幻提升到世界水平。早在70年前就预言了互联网、搜索引擎、虚拟现实和3D打印的出现，直言人类将遭遇人工智能和信息爆炸的挑战。5.莱姆100周年诞辰纪念版，波兰驻华大使亲自撰写序言。 内容简介索拉里斯星是一颗围绕双星运转的星球，表面被胶质海洋覆盖。根据人类既有的认知，这样的星球的运转轨道应该是不稳定的。但仅仅过了十几年，人们就发现，索拉里斯星的轨道并没有显示出预期的变化。这激发了人类对这颗星球无限的兴趣。心理学家凯尔文降落到索拉里斯星，迎接他的不是同伴们的热烈欢迎，而是杂乱的太空站、疯癫的科研人员和凝重的暗黑气氛，他试图弄清楚到底发生了什么，直到在一片扑朔迷离中撞见自己已经过世十年的妻子......作者简介斯坦尼斯瓦夫-莱姆（1921-2006），波兰著名作家、哲学家。当过汽车技工，终获医学博士学位，创立波兰宇航协会。代表作有《索拉里斯星》《未来学大会》《惨败》等。作品多聚焦哲学主题，探讨科技对人类的影响、智慧的本质、外星交流，以及人类认知的局限等。1996年被授予波兰国家☆高奖章""白鹰勋章""，波兰颗人造卫星以他的名字命名。莱姆是20世纪欧洲☆多才多艺的作家之一，安东尼-伯吉斯称赞他是""当今活跃的作家中☆智慧、☆博学、☆幽默的一位""，库尔特-冯内古特赞扬他""无论是语言的驾驭、想象力还是塑造悲剧角色的手法，都非常优秀，无人能出其右""。他的作品多聚焦哲学主题，探讨存在与智慧的本质，以及人类认知的局限等，被译成52种语言，畅销4000余万册。",,,,,,,,,,,186,,,,,,中文,,,,,,9781087916439,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2022/02/08 08:25:42.847661018,,,,,,,,1Wm2zgEACAAJ,,0,0,0,,,
态度改变与社会影响,,,,,"Philip G. Zimbardo,Michael R. Leippe","Zimbardo, Philip G.",,,,,,人民邮电出版社,,,2007,,,,Attitude change,"Ben shu xi tong di zong jie le xin li xue zai tai du xing cheng he gai bian fang mian de yan jiu li lun he shi jian, Cong er bang zhu du zhe li jie ni shi ru he ying xiang ta ren, Fan guo lai you shi ru he bei ta ren he qi ta xi tong xing li liang suo ying xiang de.",,,,,,,,,,,399,,,,,,中文,,,,,,9787115170835,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:33:49.575718879,,,,,,,,j9zsMQAACAAJ,,0,0,0,,,
天幕红尘,,,,,豆豆,豆豆,,,,,,作家出版社,,,2013,,,,,,,,,,,,,,,,385,,,,,,中文,,,,,,9787506369046,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/05 04:10:09.491052150,,,,,,,,LPUNnwEACAAJ,,0,0,0,,,
图解和声,,,,,叶小胖,叶小胖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:46:17.482396125,,,,,,,,,,0,0,0,,,
推销员之死,,,,,Arthur Miller,"Miller, Arthur",,,,,,中国对外翻译出版公司,,,1999,,,,Fathers and sons,"Ju ben xu shu yi ge tui xiao yuan yin nian lao ti shuai bei lao ban ci tui, shen shou da ji, liang ge er zi yi shi wu cheng ye shi ta ao sang, zui hou wei le shi jia ting huo de yi bi ren shou bao xian fei er zai shen ye jia che chu wai zhuang hui shen wang.",,,,,,,,,,,382,,,,,,中文,,,,,,9787500106678,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:12:26.260800838,,,,,,,,fctlAAAAMAAJ,,0,0,0,,,
我的第一本编程书,,,,,平山尚,平山尚,,,,,,人民邮电出版社,,,2016,,,,,"Ben shu shi bian cheng de ru men shu, mu de zai yu jiao hui du zhe bian cheng de ji ben si lu he fang fa. shu zhong shi yong zhuan men de gong juSunaba, xiang du zhe zhan shi ru he cong ling kai shi yi bu bu zuo chu yi ge wan zheng de cheng xu.",,,,,,,,,,,464,,,,,,中文,,,,,,9787115426871,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/11/23 21:42:27.889533042,,,,,,,,UUxUtAEACAAJ,,0,0,0,,,
我的情绪为何总被他人左右,,,,,Albert Ellis.,"Ellis., Albert",,,,,,机械工业出版社,,,2015,,,,Adjustment (Psychology),"本书作者旨在帮助读者找寻生活中的主导权, 教你如何避免别人触动你情绪爆发的底线, 教你成为自己情绪的主人, 以成功赢得生活的主导权.",,,,,,,,,,,204,,,,,,中文,,,,,,9787111515500,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:40:59.247448921,,,,,,,,uI6JAQAACAAJ,,0,0,0,,http://images.amazon.com/images/P/7111515501.01Z.jpg,
我们赖以生存的隐喻,,,,,"莱考夫,约翰逊",莱考夫,,,,,,浙江大学出版社,,,2015,,,,,"本书作者在书中指出隐喻不仅是语言中词汇的问题, 还是人类思维的重要手段, 它直接参与人类的认知过程, 是人类生存的基本方式, 乃从认知的角度首次提出了概念隐喻理论(conceptual metaphor).",,,,,,,,,,,,,,,,,中文,,,,,,9787308143172,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:25:40.671020030,,,,,,,,BbYJrgEACAAJ,,0,0,0,,,
我值得拥有美好,,,,,周小宽著,周小宽著,,,,,,Beijing Book Co. Inc.,,2021/01/01,2021,,,,Psychology,自卑、焦虑、玻璃心、抑郁、无力感、拖延症、不安全感、讨好型人格、内向性格、受害者标签、社交恐惧……每当你感觉糟糕的时候，就翻开这本书！你害怕拒绝别人吗你会不自觉地讨好别人吗你是不是觉得自己必须足够优秀，才值得被爱当事情搞砸的时候，你都习惯性地认为是自己的错吗你每天都很努力，却依然觉得自己很糟糕你觉得很痛苦，为什么付出越多，离爱越远有些事情明明不想做，却还是会强迫自己去坚持欢迎对号入座，你会发现以前自己错得多离谱。停止逞强，放过自己，你要相信，你值得拥有美好。,,,,,,,,,,,263,,,,,,中文,,,,,,9787540498184,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/05 11:02:45.026836872,,,,,,,,CwtOEAAAQBAJ,,0,0,0,,,
先知,,,,,"纪伯仑,王季庆",纪伯仑,,,,,,方智出版社,,,1996,,,,Mysticism,,,,,,,,,,,,248,,,,,,中文,,,,,,9789576794049,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:43:30.972718954,,,,,,,,r6_bLQAACAAJ,,0,0,0,,,
小说课,,,,,毕飞宇,毕飞宇,,,,,,人民文学出版社,,,2017,,,,Chinese essays,"本书辑录了作家毕飞宇在南京大学等高校课堂上与学生谈小说的讲稿, 所谈论的小说皆为古今中外名著经典, 既有聊斋志异水浒传红楼梦, 也有海明威, 奈保尔, 哈代乃至霍金等人的作品, 讲稿曾发表于钟山杂志.",,,,,,,,,,,208,,,,,,中文,,,,,,9787020122738,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:55:01.245321035,,,,,,,,Ik0rtAEACAAJ,,0,0,0,,,
小说课,,折磨读者的秘密. 壹,,,许荣哲,许荣哲,,,,,,中信出版集团股份有限公司,,,2016,,,,Creative writing,"本书是一本小说的武功秘笈, 从招式解密到攫取心法从小说创作的36个关键入手, 引用古今中外三十多个经典作品为例, 以最浅显的方式让读者了解小说.",,,,,,,,,,,244,,,,,,中文,,,,,,9787508656663,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:55:12.183400154,,,,,,,,OfW3tAEACAAJ,,0,0,0,,,
新寡,,,,,陶少鸿,陶少鸿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/05 17:14:00.515004158,,,,,,,改编电影：荷香,,,0,0,0,,,
星体运动与长期天气地震预报,,,,,栾巨庆,栾巨庆,,,,,,北京师范大学出版社,,,1988,,,,,,,,,,,,,,,,249,,,,,,中文,,,,,,9787303000746,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 07:08:26.694940090,,,,,,,,XXR7NwAACAAJ,,0,0,0,,,
修鞋实用技术,,,,,唐永兴.,唐永兴.,,,,,,中国轻工业出版社,,,2011,,,,,"本书介绍了修鞋的实用技巧, 内容包括:皮鞋与修鞋经济, 机器修鞋基础知识, 机器修鞋维修项目与具体维修操作步骤等.",,,,,,,,,,,,,,,,,中文,,,,,,9787501978076,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/04 06:42:38.833817005,,,,,,,,fnKqngEACAAJ,,0,0,0,,http://images.amazon.com/images/P/7501978077.01Z.jpg,
虚数的故事/通俗数学名著译丛,,,,,纳欣,纳欣,,,,,,上海教育出版社,,,2008,,,,"Numbers, Complex","本书作者带着一种对数学的既是大众式又是学者式的兴趣祥读者娓娓道来, 他把有趣的历史事实, 数学上的讨论, 以及复数和复值函数对一些重要问题的应用编织在他的叙述中.",,,,,,,,,,,327,,,,,,中文,,,,,,9787544422079,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/11/11 13:20:40.199018955,,,,,,,,CussQwAACAAJ,O数理化,0,0,0,,,
学哲学用哲学,,,,,李瑞环,李瑞环,,,,,,中国人民大学出版社,,,2005,,,,Communism,"本书是一部按专题摘编, 真实记录李瑞环同志学习运用马克思主义哲学原理的论著, 书中文章选自作者1981年以来在天津和中央工作期间的有关文章和讲话.",,,,,,,,,,,722,,,,,,中文,,,,,,9787300068565,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/01 03:07:01.770704030,,,,,,,,WytbAAAAIAAJ,,0,0,0,,,
遥远的救世主,,,,,豆豆,豆豆,,,,,,作家出版社,,,2008,,,,Chinese fiction,,,,,,,,,,,,592,,,,,,英语,,,,,,9787506331746,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/05 04:10:01.596920013,,,,,,,,jwoexQEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/9213740-L.jpg,
英语词根与单词的说文解字,,新版,,,李平武,李平武,,,,,,外语教学与研究出版社,,,2017,,,,,本书第一部分系统探讨英语词根的基本理论;第二部分详细介绍常用的英语词根与相关派生词;第三部分简略介绍较常用的词根及其主要派生词.,,,,,,,,,,,662,,,,,,中文,,,,,,9787513591218,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/11/09 12:33:00.383184909,,,,,,,,Z4HevQEACAAJ,H语言文字,0,0,0,,https://img10.360buyimg.com/n1/jfs/t1/105470/18/17899/464008/5e8d4bf7E4af9970f/81d4deb2fb68a570.jpg,
